PGN,PG Label
64783.0,Aftertreatment 1 Outlet Gas NOx Sensor Correction Data 1
64784.0,Aftertreatment 1 Intake Gas NOx Sensor Correction Data 2
64785.0,Aftertreatment 1 Intake Gas NOx Sensor Correction Data 1
64786.0,Magnet Status Information 1
64787.0,Magnet System Configuration Information
64788.0,Battery Charger 2
64789.0,Battery Charger 1
64790.0,Occupant Classification System Information
64791.0,Beltlock and Airbag Deactivation Switch Information
64792.0,Collision Sensor Information
64793.0,Ignitor Loop Information
64794.0,Aftertreatment 1 Warm Up Diesel Oxidation Catalyst Information
64795.0,Diesel Particulate Filter 2 Soot
64796.0,Diesel Particulate Filter 1 Soot
64797.0,Aftertreatment Differential Temperature 2 
64798.0,Aftertreatment Differential Temperature 1 
64799.0,Aftertreatment 2 Diesel Oxidation Catalyst 1
64800.0,Aftertreatment 1 Diesel Oxidation Catalyst 1
64801.0,Aftertreatment 2 Gas Oxidation Catalyst
64802.0,Aftertreatment 1 Gas Oxidation Catalyst
64803.0,Extended Joystick Message 10
64804.0,Basic Joystick Message 10
64805.0,Extended Joystick Message 9
64806.0,Basic Joystick Message 9
64807.0,Extended Joystick Message 8
64808.0,Basic Joystick Message 8
64809.0,Extended Joystick Message 7
64810.0,Basic Joystick Message 7
64811.0,Extended Joystick Message 6
64812.0,Basic Joystick Message 6
64813.0,Extended Joystick Message 5
64814.0,Basic Joystick Message 5
64815.0,Extended Joystick Message 4
64816.0,Basic Joystick Message 4
64817.0,Fan Drive #2
64818.0,ECU diagnostic protocol
64819.0,Aftertreatment 2 Diesel Exhaust Fluid Supply Information
64820.0,Aftertreatment 2 SCR Reagant Tank 2 Information
64821.0,Aftertreatment 2 Diesel Exhaust Fluid Tank 1 Information 1
64822.0,Aftertreatment 2 Diesel Exhaust Fluid Information 1
64823.0,Aftertreatment 2 SCR Service Information 1
64824.0,Aftertreatment 2 SCR Exhaust Gas Temperature 1
64825.0,Aftertreatment 2 SCR Exhaust Gas Pressures
64826.0,Aftertreatment 2 SCR Dosing System Requests 2
64827.0,Aftertreatment 2 SCR Dosing System Information 2
64828.0,Aftertreatment 1 Diesel Exhaust Fluid Supply Information
64829.0,Aftertreatment 1 SCR Reagant Tank 2 Information
64830.0,Aftertreatment 1 SCR Exhaust Gas Temperature 1
64831.0,Aftertreatment 1 SCR Exhaust Gas Pressures
64832.0,Aftertreatment 1 SCR Dosing System Requests 2
64833.0,Aftertreatment 1 SCR Dosing System Information 2
64834.0,ISOBUS compliance certification
64835.0,Machine Selected Speed Command
64836.0,Aftertreatment 2 Fuel Control 2
64837.0,Aftertreatment 2 Three Way Catalyst
64838.0,Aftertreatment 1 Three Way Catalyst
64839.0,Transmission Mode Labels
64840.0,Engine Exhaust Bank 2 O2 Fuel Trim
64841.0,Engine Exhaust Bank 1 O2 Fuel Trim
64842.0,General Purpose Message #2/11
64843.0,General Purpose Message #2/10
64844.0,General Purpose Message #2/9
64845.0,General Purpose Message #2/8
64846.0,General Purpose Message #2/7
64847.0,General Purpose Message #2/6
64848.0,General Purpose Message #1/9
64849.0,Aftercooler Coolant Control Valve Command
64850.0,Engine Coolant Control Valve Command
64851.0,Engine Average Information
64852.0,"DTCs - C, Previously Active"
64853.0,"DTCs - C, Confirmed and Active"
64854.0,"DTCs - C, Pending"
64855.0,"DTCs - B2, Previously Active"
64856.0,"DTCs - B2, Confirmed and Active"
64857.0,"DTCs - B2, Pending"
64858.0,"DTCs - B1, Previously Active"
64859.0,"DTCs - B1, Confirmed and Active"
64860.0,"DTCs - B1, Pending"
64861.0,"DTCs - A, Previously Active"
64862.0,"DTCs - A, Confirmed and Active"
64863.0,"DTCs - A, Pending"
64864.0,Harmonized B1 Failure Counts
64865.0,Harmonized Cumulative Continuous Malfunction Indicator – System
64866.0,Harmonized Global Regulation Description
64867.0,Harmonized Roadworthiness – System
64868.0,Harmonized Roadworthiness - Vehicle
64869.0,Aftertreatment 1 Fuel Control 2
64870.0,Engine Temperature 4
64871.0,Zero Net Vehicle Weight Change
64872.0,Gross Combination Vehicle Weight
64873.0,Axle Group Calibration Weights
64874.0,Axle Group Weight
64875.0,Available Axle Group Weights
64876.0,Aftertreatment 2 Air Control 2
64877.0,Aftertreatment 1 Air Control 2
64878.0,Aftertreatment 1 SCR Service Information 1
64879.0,Electronic Engine Controller 8
64880.0,Door ramp control
64881.0,Brake actuator stroke status
64882.0,Engine Spark Voltage 6
64883.0,Engine Spark Voltage 5
64884.0,Engine Spark Voltage 4
64885.0,Engine Spark Voltage 3
64886.0,Engine Spark Voltage 2
64887.0,Engine Spark Voltage 1
64888.0,Aftertreatment 2 Trip Information
64889.0,Aftertreatment 1 Trip Information
64890.0,Aftertreatment 2 Service 1
64891.0,Aftertreatment 1 Service 1
64892.0,Diesel Particulate Filter Control 1
64893.0,Reserved for FMS Telltale status
64894.0,Adaptive Front-Lighting System Status
64895.0,Engine Configuration 2
64896.0,Emission-Related Permanent Diagnostic Trouble Codes
64897.0,EGR Cooler Bypass
64898.0,All Pending DTCs
64899.0,Transfer Case Information
64900.0,Engine Fluid Level/Pressure 9
64901.0,Engine Fluid Level/Pressure 8
64902.0,Engine Fluid Level/Pressure 7
64903.0,Engine Fluid Level/Pressure 6
64904.0,Engine Fluid Level/Pressure 5
64905.0,Vehicle Direction/Speed 2
64906.0,SAE J2012 DTC Display
64907.0,Aftertreatment 2 Gas Parameters
64908.0,Aftertreatment 1 Gas Parameters
64909.0,Utility Total AC Reactive Energy
64910.0,Generator Total AC Reactive Energy
64911.0,Generator Total AC Percent Power
64912.0,Advertised Engine Torque Curve
64913.0,AC Switching Device Status
64914.0,Engine Operating Information
64915.0,Generator Control 1
64916.0,Electronic Engine Controller 7
64917.0,Transmission Fluids 2
64918.0,Fuel Information 2 (Liquid)
64919.0,Fuel Information 3 (Liquid)
64920.0,Aftertreatment 1 Historical Information 1
64921.0,Aftertreatment 2 Historical information 1
64922.0,Electronic Brake System #2/4
64923.0,Aftertreatment 1 Diesel Exhaust Fluid Information 1
64924.0,Sensor Electrical Power #2
64925.0,Sensor Electrical Power #1
64926.0,Aftertreatment 2 Air Control 1
64927.0,Aftertreatment 1 Air Control 1
64928.0,Aftertreatment 2 Fuel Control 1
64929.0,Aftertreatment 1 Fuel Control 1
64930.0,Fuel Information 3 (Gaseous)
64931.0,Electronic Engine Controller 6
64932.0,PTO Drive Engagement
64933.0,Door Control 2
64934.0,Voltage Regulator Excitation Status
64935.0,Voltage Regulator Operating Mode
64936.0,Wireless Communications Message 2
64937.0,Wireless Communications Message 1
64938.0,Engine Fluid Level/Pressure 4
64939.0,Request For Complete Configurable Message Set (no longer used)
64940.0,Engine Fuel Information
64941.0,Request For Complete Configurable Message Set
64942.0,Fifth Wheel Smart Systems 2
64943.0,Aftertreatment 2 Intermediate Gas
64944.0,Aftertreatment 2 Outlet Gas 2
64945.0,Aftertreatment 2 Intake Gas 2
64946.0,Aftertreatment 1 Intermediate Gas
64947.0,Aftertreatment 1 Outlet Gas 2
64948.0,Aftertreatment 1 Intake Gas 2
64949.0,Emission-Related Previously MIL-On Diagnostic Trouble Codes
64950.0,SPN Support
64951.0,Expanded Freeze Frame
64952.0,Diagnostic Readiness 3
64953.0,Tire Pressure Reference Information
64954.0,Farebox Status
64955.0,Farebox Point of Sale
64956.0,Farebox Service Detail
64957.0,Signal Preemption
64958.0,Transit Route
64959.0,Transit Milepost
64960.0,Passenger Counter
64961.0,Engine Fluid Level/Pressure 3
64962.0,Electronic Engine Controller 14
64963.0,Electronic Engine Controller 15
64964.0,Electronic Brake Controller 5
64965.0,ECU Identification Information
64966.0,Cold Start Aids
64967.0,Off-Highway Engine Control Selection States
64968.0,Operator Primary Intermediate Speed Control state
64969.0,Electronic Control Module Information
64970.0,Intermediate Speed Control
64971.0,Off-Highway Engine Control Selection
64972.0,Operators External Light Controls Message
64973.0,Operator Wiper and Washer Controls Message
64974.0,Working Set Member Message (Obsolete - See PGN 65088)
64975.0,Working Set Master Message  (Obsolete - See PGN 65089)
64976.0,Intake/Exhaust Conditions 2
64977.0,FMS-standard Interface Identity/Capabilities
64978.0,ECU Performance
64979.0,Turbocharger Information 6
64980.0,Cab Message 3
64981.0,Electronic Engine Controller 5
64982.0,Basic Joystick Message 1
64983.0,Extended Joystick Message 1
64984.0,Basic Joystick Message 2
64985.0,Extended Joystick Message 2
64986.0,Basic Joystick Message 3
64987.0,Extended Joystick Message 3
64988.0,Marine Control Information
64989.0,Military Application Message #1/1
64990.0,Military Application Message #2/1
64991.0,Front Wheel Drive Status
64992.0,Ambient Conditions 2
64993.0,Cab Climate System Information 1
64994.0,Supply Pressure Demand
64995.0,Equipment Operation and Control
64996.0,Equipment Performance Data
64997.0,Maximum Vehicle Speed Limit Status
64998.0,Hydraulic Braking System
64999.0,Bus #1/Utility Sync Check Status
65000.0,Bus #1/Generator Sync Check Status
65001.0,Bus #1 Phase C  Basic AC Quantities
65002.0,Bus #1 Phase B  Basic AC Quantities
65003.0,Bus #1 Phase A  Basic AC Quantities
65004.0,Bus #1 Average Basic AC Quantities
65005.0,Utility Total AC Energy
65006.0,Utility Phase C AC Reactive Power
65007.0,Utility Phase C AC Power
65008.0,Utility Phase C AC Basic Quantities
65009.0,Utility Phase B AC Reactive Power
65010.0,Utility Phase B AC Power
65011.0,Utility Phase B AC Basic Quantities
65012.0,Utility Phase A AC Reactive Power
65013.0,Utility Phase A AC Power
65014.0,Utility Phase A Basic AC Quantities
65015.0,Utility Total AC Reactive Power
65016.0,Utility Total AC Power
65017.0,Utility Average Basic AC Quantities
65018.0,Generator Total AC Energy
65019.0,Generator Phase C AC Reactive Power
65020.0,Generator Phase C AC Power
65021.0,Generator Phase C Basic AC Quantities
65022.0,Generator Phase B AC Reactive Power
65023.0,Generator Phase B AC Power
65024.0,Generator Phase B Basic AC Quantities
65025.0,Generator Phase A AC Reactive Power
65026.0,Generator Phase A AC Power
65027.0,Generator Phase A Basic AC Quantities
65028.0,Generator Total AC Reactive Power
65029.0,Generator Total AC Power
65030.0,Generator Average Basic AC Quantities
65031.0,Exhaust Temperature
65032.0,Required Tractor Facilities message
65033.0,Tractor Facilities response message
65034.0,Implement Remote Control Command Tractor Response
65035.0,Implement Remote Control Command
65036.0,Working Set Member
65037.0,Working Set Master
65038.0,Response for Repetition Rate (Obsolete)
65039.0,Language Command
65040.0,Auxiliary Valve Number 0 Estimated Flow
65041.0,Auxiliary Valve Number 1 Estimated Flow
65042.0,Auxiliary Valve Number 2 Estimated Flow
65043.0,Auxiliary Valve Number 3 Estimated Flow
65044.0,Auxiliary Valve Number 4 Estimated Flow
65045.0,Auxiliary Valve Number 5 Estimated Flow
65046.0,Auxiliary Valve Number 6 Estimated Flow
65047.0,Auxiliary Valve Number 7 Estimated Flow
65048.0,Auxiliary Valve Number 8 Estimated Flow
65049.0,Auxiliary Valve Number 9 Estimated Flow
65050.0,Auxiliary Valve Number 10 Estimated Flow
65051.0,Auxiliary Valve Number 11 Estimated Flow
65052.0,Auxiliary Valve Number 12 Estimated Flow
65053.0,Auxiliary Valve Number 13 Estimated Flow
65054.0,Auxiliary Valve Number 14 Estimated Flow
65055.0,Auxiliary Valve Number 15 Estimated Flow
65056.0,Auxiliary Valve Number 0 Measured Flow
65057.0,Auxiliary Valve Number 1 Measured Flow
65058.0,Auxiliary Valve Number 2 Measured Flow
65059.0,Auxiliary Valve Number 3 Measured Flow
65060.0,Auxiliary Valve Number 4 Measured Flow
65061.0,Auxiliary Valve Number 5 Measured Flow
65062.0,Auxiliary Valve Number 6 Measured Flow
65063.0,Auxiliary Valve Number 7 Measured Flow
65064.0,Auxiliary Valve Number 8 Measured Flow
65065.0,Auxiliary Valve Number 9 Measured Flow
65066.0,Auxiliary Valve Number 10 Measured Flow
65067.0,Auxiliary Valve Number 11 Measured Flow
65068.0,Auxiliary Valve Number 12 Measured Flow
65069.0,Auxiliary Valve Number 13 Measured Flow
65070.0,Auxiliary Valve Number 14 Measured Flow
65071.0,Auxiliary Valve Number 15 Measured Flow
65072.0,Auxiliary Valve Number 0 Command
65073.0,Auxiliary Valve Number 1 Command
65074.0,Auxiliary Valve Number 2 Command
65075.0,Auxiliary Valve Number 3 Command
65076.0,Auxiliary Valve Number 4 Command
65077.0,Auxiliary Valve Number 5 Command
65078.0,Auxiliary Valve Number 6 Command
65079.0,Auxiliary Valve Number 7 Command
65080.0,Auxiliary Valve Number 8 Command
65081.0,Auxiliary Valve Number 9 Command
65082.0,Auxiliary Valve Number 10 Command
65083.0,Auxiliary Valve Number 11 Command
65084.0,Auxiliary Valve Number 12 Command
65085.0,Auxiliary Valve Number 13 Command
65086.0,Auxiliary Valve Number 14 Command
65087.0,Auxiliary Valve Number 15 Command
65088.0,Lighting Data
65089.0,Lighting Command
65090.0,Hitch and PTO Commands
65091.0,Primary or Rear Power Take off Output Shaft
65092.0,Secondary or Front Power Take off Output Shaft
65093.0,Primary or Rear Hitch Status
65094.0,Secondary or Front Hitch Status
65095.0,Maintain Power
65096.0,Wheel-based Speed and Distance
65097.0,Ground-based Speed and Distance
65098.0,Electronic Transmission Controller 7
65099.0,Transmission Configuration 2
65100.0,Military Lighting Command
65101.0,Total Averaged Information
65102.0,Door Control 1
65103.0,Vehicle Dynamic Stability Control 1
65104.0,Battery Temperature
65105.0,"Adaptive Cruise Control, Operator Input"
65106.0,Vehicle Electrical Power 3
65107.0,Retarder Continuous Torque & Speed Limit
65108.0,Engine Continuous Torque & Speed Limit
65109.0,Gaseous Fuel Properties
65110.0,Aftertreatment 1 Diesel Exhaust Fluid Tank 1 Information 1
65111.0,Air Suspension Control 5
65112.0,Air Suspension Control 4
65113.0,Air Suspension Control 3
65114.0,Air Suspension Control 1
65115.0,Forward Lane Image 2
65116.0,Running Gear Equipment #2/2
65117.0,General Purpose Message #1/2
65118.0,Running Gear Equipment #2/3
65119.0,General Purpose Message #1/3
65120.0,General Purpose Message #2/3
65121.0,General Purpose Message #1/4
65122.0,General Purpose Message #2/4
65123.0,General Purpose Message #1/5
65124.0,General Purpose Message #2/5
65125.0,General Purpose Message #1/6
65126.0,Battery Main Switch Information
65127.0,Climate Control Configuration
65128.0,Vehicle Fluids
65129.0,Engine Temperature 3
65130.0,Engine Fuel/Lube Systems
65131.0,Driver's Identification
65132.0,Tachograph
65133.0,Heater Information
65134.0,High Resolution Wheel Speed
65135.0,Adaptive Cruise Control 1
65136.0,Combination Vehicle Weight
65137.0,Laser Tracer Position
65138.0,Laser Leveling System Blade Control
65139.0,Laser Receiver Mast Position
65140.0,Modify Leveling System Control Set Point
65141.0,Laser Leveling System Vertical Deviation
65142.0,Laser Leveling System Vertical Position Display Data
65143.0,Auxiliary Pressures
65144.0,Tire Pressure Control Unit Mode and Status
65145.0,Tire Pressure Control Unit Target Pressures
65146.0,Tire Pressure Control Unit Current Pressures
65147.0,Combustion Time 1
65148.0,Combustion Time 2
65149.0,Combustion Time 3
65150.0,Combustion Time 4
65151.0,Combustion Time 5
65152.0,Combustion Time 6
65153.0,Fuel Information 2 (Gaseous)
65154.0,Ignition Timing 1
65155.0,Ignition Timing 2
65156.0,Ignition Timing 3
65157.0,Ignition Timing 4
65158.0,Ignition Timing 5
65159.0,Ignition Timing 6
65160.0,Ignition Transformer Secondary Output 1
65161.0,Ignition Transformer Secondary Output 2
65162.0,Ignition Transformer Secondary Output 3
65163.0,Gaseous Fuel Pressure 1
65164.0,Auxiliary Analog Information
65165.0,Vehicle Electrical Power 2
65166.0,Service 2
65167.0,Supply Pressure 2
65168.0,Engine Torque History
65169.0,Fuel Leakage
65170.0,Engine Information 1
65171.0,Engine Electrical System/Module Information
65172.0,Engine Auxiliary Coolant
65173.0,Rebuild Information
65174.0,Turbocharger Wastegate
65175.0,Turbocharger Information 5
65176.0,Turbocharger Information 4
65177.0,Turbocharger Information 3
65178.0,Turbocharger Information 2
65179.0,Turbocharger Information 1
65180.0,Main Bearing Temperature 3
65181.0,Main Bearing Temperature 2
65182.0,Main Bearing Temperature 1
65183.0,Exhaust Port Temperature 5
65184.0,Exhaust Port Temperature 4
65185.0,Exhaust Port Temperature 3
65186.0,Exhaust Port Temperature 2
65187.0,Exhaust Port Temperature 1
65188.0,Engine Temperature 2
65189.0,Intake Manifold Information 2
65190.0,Intake Manifold Information 1
65191.0,Alternator Temperature 1
65192.0,Articulation Control
65193.0,Exhaust Oxygen 1
65194.0,Alternate Fuel 2
65195.0,Electronic Transmission Controller 6
65196.0,Wheel Brake Lining Remaining Information
65197.0,Wheel Application Pressure High Range Information
65198.0,Air Supply Pressure
65199.0,Fuel Consumption (Gaseous)
65200.0,Trip Time Information 2
65201.0,ECU History
65202.0,Fuel Information 1 (Gaseous)
65203.0,Fuel Information 1 (Liquid)
65204.0,Trip Time Information 1
65205.0,Trip Shutdown Information
65206.0,Trip Vehicle Speed/Cruise Distance Information
65207.0,Engine Speed/Load Factor Information 1
65208.0,Trip Fuel Information (Gaseous)
65209.0,Trip Fuel Information (Liquid)
65210.0,Trip Distance Information
65211.0,Trip Fan Information
65212.0,Compression/Service Brake Information
65213.0,Fan Drive #1
65214.0,Electronic Engine Controller 4
65215.0,Wheel Speed Information
65216.0,Service Information
65217.0,High Resolution Vehicle Distance
65218.0,Electronic Retarder Controller 2
65219.0,Electronic Transmission Controller 5
65220.0,Electronic Brake System #2/2
65221.0,Electronic Transmission Controller 4
65222.0,Electronic Brake System #2/3
65223.0,Electronic Transmission Controller 3
65224.0,General Purpose Message #2/2
65225.0,Electronic Brake System #1/2
65226.0,Active Diagnostic Trouble Codes
65227.0,Previously Active Diagnostic Trouble Codes
65228.0,Diagnostic Data Clear/Reset for Previously Active DTCs
65229.0,Freeze Frame Parameters
65230.0,Diagnostic Readiness 1
65231.0,Emission-Related Pending Diagnostic Trouble Codes
65232.0,Test Results for Non-continuously Monitored Systems
65233.0,Oxygen Sensor Test Results
65234.0,Non-Continuously Monitored Systems Test Identifiers Support
65235.0,Diagnostic Data Clear/Reset for Active DTCs
65236.0,Emission-Related MIL-On Diagnostic Trouble Codes
65237.0,Alternator Information
65238.0,Hybrid System Inputs 1
65240.0,Commanded Address
65241.0,Auxiliary Input/Output Status 1
65242.0,Software Identification
65243.0,Engine Fluid Level/Pressure 2
65244.0,Idle Operation
65245.0,Turbocharger
65246.0,Engine Air Start Pressure
65247.0,Electronic Engine Controller 3
65248.0,Vehicle Distance
65249.0,Retarder Configuration
65250.0,Transmission Configuration
65251.0,Engine Configuration 1
65252.0,Shutdown
65253.0,"Engine Hours, Revolutions"
65254.0,Time/Date
65255.0,Vehicle Hours
65256.0,Vehicle Direction/Speed
65257.0,Fuel Consumption (Liquid) 1
65258.0,Vehicle Weight
65259.0,Component Identification
65260.0,Vehicle Identification
65261.0,Cruise Control/Vehicle Speed Setup
65262.0,Engine Temperature 1
65263.0,Engine Fluid Level/Pressure 1
65264.0,Power Takeoff Information 1
65265.0,Cruise Control/Vehicle Speed 1
65266.0,Fuel Economy (Liquid)
65267.0,Vehicle Position 1
65268.0,Tire Condition Message 1
65269.0,Ambient Conditions
65270.0,Intake/Exhaust Conditions 1
65271.0,Vehicle Electrical Power 1
65272.0,Transmission Fluids 1
65273.0,Axle Information
65274.0,Brakes 1
65275.0,Retarder fluids
65276.0,Dash Display 1
65277.0,Alternate Fuel 1
65278.0,Auxiliary Water Pump Pressure
65279.0,Operator indicators
65280.0,Proprietary B (first entry)
65281.0,Proprietary B
65282.0,Proprietary B
65283.0,Proprietary B
65284.0,Proprietary B
65285.0,Proprietary B
65286.0,Proprietary B
65287.0,Proprietary B
65288.0,Proprietary B
65289.0,Proprietary B
65290.0,Proprietary B
65291.0,Proprietary B
65292.0,Proprietary B
65293.0,Proprietary B
65294.0,Proprietary B
65295.0,Proprietary B
65296.0,Proprietary B
65297.0,Proprietary B
65298.0,Proprietary B
65299.0,Proprietary B
65300.0,Proprietary B
65301.0,Proprietary B
65302.0,Proprietary B
65303.0,Proprietary B
65304.0,Proprietary B
65305.0,Proprietary B
65306.0,Proprietary B
65307.0,Proprietary B
65308.0,Proprietary B
65309.0,Proprietary B
65310.0,Proprietary B
65311.0,Proprietary B
65312.0,Proprietary B
65313.0,Proprietary B
65314.0,Proprietary B
65315.0,Proprietary B
65316.0,Proprietary B
65317.0,Proprietary B
65318.0,Proprietary B
65319.0,Proprietary B
65320.0,Proprietary B
65321.0,Proprietary B
65322.0,Proprietary B
65323.0,Proprietary B
65324.0,Proprietary B
65325.0,Proprietary B
65326.0,Proprietary B
65327.0,Proprietary B
65328.0,Proprietary B
65329.0,Proprietary B
65330.0,Proprietary B
65331.0,Proprietary B
65332.0,Proprietary B
65333.0,Proprietary B
65334.0,Proprietary B
65335.0,Proprietary B
65336.0,Proprietary B
65337.0,Proprietary B
65338.0,Proprietary B
65339.0,Proprietary B
65340.0,Proprietary B
65341.0,Proprietary B
65342.0,Proprietary B
65343.0,Proprietary B
65344.0,Proprietary B
65345.0,Proprietary B
65346.0,Proprietary B
65347.0,Proprietary B
65348.0,Proprietary B
65349.0,Proprietary B
65350.0,Proprietary B
65351.0,Proprietary B
65352.0,Proprietary B
65353.0,Proprietary B
65354.0,Proprietary B
65355.0,Proprietary B
65356.0,Proprietary B
65357.0,Proprietary B
65358.0,Proprietary B
65359.0,Proprietary B
65360.0,Proprietary B
65361.0,Proprietary B
65362.0,Proprietary B
65363.0,Proprietary B
65364.0,Proprietary B
65365.0,Proprietary B
65366.0,Proprietary B
65367.0,Proprietary B
65368.0,Proprietary B
65369.0,Proprietary B
65370.0,Proprietary B
65371.0,Proprietary B
65372.0,Proprietary B
65373.0,Proprietary B
65374.0,Proprietary B
65375.0,Proprietary B
65376.0,Proprietary B
65377.0,Proprietary B
65378.0,Proprietary B
65379.0,Proprietary B
65380.0,Proprietary B
65381.0,Proprietary B
65382.0,Proprietary B
65383.0,Proprietary B
65384.0,Proprietary B
65385.0,Proprietary B
65386.0,Proprietary B
65387.0,Proprietary B
65388.0,Proprietary B
65389.0,Proprietary B
65390.0,Proprietary B
65391.0,Proprietary B
65392.0,Proprietary B
65393.0,Proprietary B
65394.0,Proprietary B
65395.0,Proprietary B
65396.0,Proprietary B
65397.0,Proprietary B
65398.0,Proprietary B
65399.0,Proprietary B
65400.0,Proprietary B
65401.0,Proprietary B
65402.0,Proprietary B
65403.0,Proprietary B
65404.0,Proprietary B
65405.0,Proprietary B
65406.0,Proprietary B
65407.0,Proprietary B
65408.0,Proprietary B
65409.0,Proprietary B
65410.0,Proprietary B
65411.0,Proprietary B
65412.0,Proprietary B
65413.0,Proprietary B
65414.0,Proprietary B
65415.0,Proprietary B
65416.0,Proprietary B
65417.0,Proprietary B
65418.0,Proprietary B
65419.0,Proprietary B
65420.0,Proprietary B
65421.0,Proprietary B
65422.0,Proprietary B
65423.0,Proprietary B
65424.0,Proprietary B
65425.0,Proprietary B
65426.0,Proprietary B
65427.0,Proprietary B
65428.0,Proprietary B
65429.0,Proprietary B
65430.0,Proprietary B
65431.0,Proprietary B
65432.0,Proprietary B
65433.0,Proprietary B
65434.0,Proprietary B
65435.0,Proprietary B
65436.0,Proprietary B
65437.0,Proprietary B
65438.0,Proprietary B
65439.0,Proprietary B
65440.0,Proprietary B
65441.0,Proprietary B
65442.0,Proprietary B
65443.0,Proprietary B
65444.0,Proprietary B
65445.0,Proprietary B
65446.0,Proprietary B
65447.0,Proprietary B
65448.0,Proprietary B
65449.0,Proprietary B
65450.0,Proprietary B
65451.0,Proprietary B
65452.0,Proprietary B
65453.0,Proprietary B
65454.0,Proprietary B
65455.0,Proprietary B
65456.0,Proprietary B
65457.0,Proprietary B
65458.0,Proprietary B
65459.0,Proprietary B
65460.0,Proprietary B
65461.0,Proprietary B
65462.0,Proprietary B
65463.0,Proprietary B
65464.0,Proprietary B
65465.0,Proprietary B
65466.0,Proprietary B
65467.0,Proprietary B
65468.0,Proprietary B
65469.0,Proprietary B
65470.0,Proprietary B
65471.0,Proprietary B
65472.0,Proprietary B
65473.0,Proprietary B
65474.0,Proprietary B
65475.0,Proprietary B
65476.0,Proprietary B
65477.0,Proprietary B
65478.0,Proprietary B
65479.0,Proprietary B
65480.0,Proprietary B
65481.0,Proprietary B
65482.0,Proprietary B
65483.0,Proprietary B
65484.0,Proprietary B
65485.0,Proprietary B
65486.0,Proprietary B
65487.0,Proprietary B
65488.0,Proprietary B
65489.0,Proprietary B
65490.0,Proprietary B
65491.0,Proprietary B
65492.0,Proprietary B
65493.0,Proprietary B
65494.0,Proprietary B
65495.0,Proprietary B
65496.0,Proprietary B
65497.0,Proprietary B
65498.0,Proprietary B
65499.0,Proprietary B
65500.0,Proprietary B
65501.0,Proprietary B
65502.0,Proprietary B
65503.0,Proprietary B
65504.0,Proprietary B
65505.0,Proprietary B
65506.0,Proprietary B
65507.0,Proprietary B
65508.0,Proprietary B
65509.0,Proprietary B
65510.0,Proprietary B
65511.0,Proprietary B
65512.0,Proprietary B
65513.0,Proprietary B
65514.0,Proprietary B
65515.0,Proprietary B
65516.0,Proprietary B
65517.0,Proprietary B
65518.0,Proprietary B
65519.0,Proprietary B
65520.0,Proprietary B
65521.0,Proprietary B
65522.0,Proprietary B
65523.0,Proprietary B
65524.0,Proprietary B
65525.0,Proprietary B
65526.0,Proprietary B
65527.0,Proprietary B
65528.0,Proprietary B
65529.0,Proprietary B
65530.0,Proprietary B
65531.0,Proprietary B
65532.0,Proprietary B
65533.0,Proprietary B
65534.0,Proprietary B
65535.0,Proprietary B (last entry)
126208.0,NMEA - Request/Command/Acknowledge group function
126464.0,PGN List - Transmit/Receive PGN's group function
126720.0,Proprietary A2
126983.0,Alert
126984.0,Alert Response
126985.0,Alert Text
126986.0,Alert Configuration
126987.0,Alert Threshold
126988.0,Alert Value
126992.0,System Time
126996.0,Product Information
126998.0,Configuration Information
127237.0,Heading/Track Control
127245.0,Rudder
127250.0,Vessel Heading
127251.0,Rate of Turn
127257.0,Attitude
127258.0,Magnetic Variation
127488.0,"Engine Parameters, Rapid Update"
127489.0,"Engine Parameters, Dynamic"
127493.0,"Transmission Parameters, Dynamic"
127496.0,"Trip Parameters, Vessel"
127497.0,"Trip Parameters, Small Craft"
127498.0,"Engine Parameters, Static"
127501.0,Binary Switch Bank Status
127502.0,Switch Bank Control
127503.0,AC Input Status
127504.0,AC Output Status
127505.0,Fluid Level
127506.0,DC Detailed Status
127507.0,Charger Status
127508.0,Battery Status
127509.0,Inverter Status
127510.0,Charger Configuration Status
127511.0,Inverter Configuration Status
127512.0,AGS Configuration Status
127513.0,Battery Configuration Status
127514.0,AGS Status
128259.0,Speed
128267.0,Water Depth
128275.0,Distance Log
128520.0,Tracked Target Data
129025.0,"Position, Rapid Update"
129026.0,"COG & SOG, Rapid Update"
129027.0,"Position Delta, High Precision Rapid Update"
129028.0,"Altitude Delta, High Precision Rapid Update"
129029.0,GNSS Position Data
129033.0,Time & Date
129038.0,AIS Class A Position Report
129039.0,AIS Class B Position Report
129040.0,AIS Class B Extended Position Report
129044.0,Datum
129045.0,User Datum Settings
129283.0,Cross Track Error
129284.0,Navigation Data
129285.0,Navigation - Route/WP information
129291.0,"Set & Drift, Rapid Update"
129301.0,Time to/from Mark
129302.0,Bearing and Distance between two Marks
129538.0,GNSS Control Status
129539.0,GNSS DOPs
129540.0,GNSS Sats in View
129541.0,GPS Almanac Data
129542.0,GNSS Pseudorange Noise Statistics
129545.0,GNSS RAIM Output
129546.0,GNSS RAIM Settings
129547.0,GNSS Pseudorange Error Statistics
129549.0,DGNSS Corrections
129550.0,GNSS Differential Correction Receiver Interface
129551.0,GNSS Differential Correction Receiver Signal
129556.0,GLONASS Almanac Data
129792.0,AIS DGNSS Broadcast Binary Message
129793.0,AIS UTC and Date Report
129794.0,AIS Class A Static and Voyage Related Data
